SKU,Product Title,Product Type,Vendor,Price,Discounted Price,Collection,Color,Tags,Size,Images,Description,Size & Fit,Made in,Composition,Tissue
JSP0C860BN LOTTAMIDBLUE,WIDE LEG DENIM JEANS,Jeans denim,7 FOR ALL MANKIND,220.00,81.15,Fall Winter 23 Collection,Denim,"Jeans denim,Denim,Fall Winter 23 Collection",31,"http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsp0c860bnlottamidblue.jpg,http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsp0c860bnlottamidblue_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsp0c860bnlottamidblue_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsp0c860bnlottamidblue_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsp0c860bnlottamidblue_4_p.jpg","Midnight blue, faded denim, back logo patch, belt loops, button fly, high-rise, flared fit, classic five-pocket design, straight hem and floor length. This item contains at least 50% materials that are certified or widely recognized for their low environmental impact, through production and/or manufacturing processes that reduce water consumption, the use of harmful chemicals, or include the reuse of by-products of the production process. For more information on what makes a product CONSCIOUS, please visit the Conscious Criteria page.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 27 (WAIST CM),Turkey,100% Lyocell,COTTON
11145 MYKNIT0135,CREW NECK SEQUIN SWEATER,Maglia g.collo,FORTE FORTE,905.00,259.63,Fall Winter 23 Collection,Rosa,"Maglia g.collo,Rosa,Fall Winter 23 Collection",0,"http://specialshop.atelier98.net/public/foto/fw23---forte%20forte%20main---11145myknit0135.jpg,http://specialshop.atelier98.net/public/foto/fw23---forte%20forte%20main---11145myknit0135_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---forte%20forte%20main---11145myknit0135_2_p.jpg","Salmon pink, sequin decoration, iridescent effect, round neckline, hidden front closure, long sleeves and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 1 (NUM),Italy,"Polyvinyl acetate 80%, Acrylic 70%, Wool 30%, Polytrimethylene Terephthalate (PTT) 20%",SEQUINS
CFWWDR0118FR UT3027100,POPLIN CHEMISIER DRESS WITH BELT,Abito lungo m/c,WOOLRICH,250.00,94.26,Spring Summer 24 Collection,Nero,"Abito lungo m/c,Nero,Spring Summer 24 Collection",XS,"http://specialshop.atelier98.net/public/foto/ss24---woolrich---cfwwdr0118frut3027100.jpg,http://specialshop.atelier98.net/public/foto/ss24---woolrich---cfwwdr0118frut3027100_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---woolrich---cfwwdr0118frut3027100_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---woolrich---cfwwdr0118frut3027100_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---woolrich---cfwwdr0118frut3027100_4_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---woolrich---cfwwdr0118frut3027100_5_p.jpg","Black, cotton, poplin weave, classic collar, front button fastening, short sleeves, knot at the waist, flared skirt and below the knee length.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Moldova,Cotton 100%,POPLIN
BLOUSEANTONIA AS1007CDE,ANTONIA OVERSIZED BLOUSE IN DENIM,Camicia,SOSUE,189.00,83.66,Spring Summer 24 Collection,Blu,"Camicia,Blu,Spring Summer 24 Collection",UNI,"http://specialshop.atelier98.net/public/foto/ss24---sosue---blouseantoniaas1007cde.jpg,http://specialshop.atelier98.net/public/foto/ss24---sosue---blouseantoniaas1007cde_1_p.jpg","Blue shirt, long sleeves, pointed collar and front buttons for closure.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,Portugal,Cotton 100%,COTTON
COPJS18 545BLACK,MINI DRESS WITH CUT-OUT,Abito corto m/l,COPERNI,390.00,134.26,Spring Summer 24 Collection,Nero,"Abito corto m/l,Nero,Spring Summer 24 Collection","M,THE","http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copjs18545black.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copjs18545black_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copjs18545black_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copjs18545black_3_p.jpg","Black dress with boat neckline, cut-out detail and long sleeves.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Portugal,Polyamide 80% Elastane 20%,POLYAMIDE
JSXLC860GU LUXELIGHTBLUE,LUXURY DENIM JUMPSUIT,Tuta,7 FOR ALL MANKIND,280.00,87.21,Fall Winter 23 Collection,Azzurro,"Tuta,Azzurro,Fall Winter 23 Collection",THE,"http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsxlc860guluxelightblue.jpg,http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsxlc860guluxelightblue_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsxlc860guluxelightblue_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsxlc860guluxelightblue_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---seven%20pre---jsxlc860guluxelightblue_4_p.jpg","Denim jumpsuit, belted waist, classic collar, hidden zip front fastening, long sleeves, buttoned cuffs, flap pockets on the chest, wide leg.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Cotton 100%,COTTON
RMB007 0511,POLKA DOT SHIRT,Camicia,COMME DES GARÇONS COMME DES GA,465.00,144.84,Spring Summer 24 Collection,Nero,"Camicia,Nero,Spring Summer 24 Collection",M,"http://specialshop.atelier98.net/public/foto/ss24---comme%20comme---rmb0070511.jpg,http://specialshop.atelier98.net/public/foto/ss24---comme%20comme---rmb0070511_1_p.jpg","Black white, sheer coverage, polka dot print, bow details, club collar, button front fastening, long sleeves, button cuffs, curved hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Japan,Polyester 100%,POLYESTER
57161 7005,FATAL DRAPING MINI DRESS,Abito corto s/m,WOLFORD,300.00,150.00,Spring Summer 24 Collection,Nero,"Abito corto s/m,Nero,Spring Summer 24 Collection","XS,S,M","http://specialshop.atelier98.net/public/foto/ss24---wolford---571617005.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---571617005_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---571617005_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---571617005_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---571617005_4_p.jpg","Black, stretch design, jersey texture, adjustable neck, strapless, sleeveless, adjustable design, straight hem, unlined design",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Slovenia,Polyamide 93% Elastane 7%,POLYAMIDE
PWYB032R24DEN002 4545,STRAIGHT LEG DENIM JEANS,Jeans denim,PALM ANGELS,655.00,220.12,Spring Summer 24 Collection,Blu,"Jeans denim,Blu,Spring Summer 24 Collection","25,26","http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20pre---pwyb032r24den0024545.jpg,http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20pre---pwyb032r24den0024545_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20pre---pwyb032r24den0024545_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20pre---pwyb032r24den0024545_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20pre---pwyb032r24den0024545_4_p.jpg","Blue color, cotton, denim, embroidered logo, belt loops, button fastening, classic five pocket.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 27 (WAIST CM),Italy,"Lining: Polyester 65%, Cotton 35% Exterior: 100% cotton",COTTON
COPJ21BIS 106CBLACK,TAILORED CARGO MAXI SKIRT,Gonna,COPERNI,690.00,271.48,Spring Summer 24 Collection,Nero,"Gonna,Nero,Spring Summer 24 Collection",38,"http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copj21bis106cblack.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copj21bis106cblack_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copj21bis106cblack_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copj21bis106cblack_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copj21bis106cblack_4_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copj21bis106cblack_5_p.jpg","Coperni leans into the utilitarian aesthetic with this black skirt. Cut in an elongated silhouette that dips at the hips, it features an adjustable drawstring waist, D-rings, and a multitude of cargo pockets. It's cut in the back with a long slit that runs from knee to ankle.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Bulgaria,Polyester 52% Wool 43% Elastane 5%,WOOL MIX
FAB3448 F33171819,DOUBLE BREASTED TARTAN WOOL JACKET,Giacca,ALESSANDRA RICH,"1.770,00","565,82",Fall Winter 23 Collection,Grigio,"Giacca,Grigio,Fall Winter 23 Collection","38,40","http://specialshop.atelier98.net/public/foto/fw23---alessandra%20rich%20pre---fab3448f33171819.jpg,http://specialshop.atelier98.net/public/foto/fw23---alessandra%20rich%20pre---fab3448f33171819_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alessandra%20rich%20pre---fab3448f33171819_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alessandra%20rich%20pre---fab3448f33171819_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alessandra%20rich%20pre---fab3448f33171819_4_p.jpg","Light grey, V-neck, double-breasted button fastening, two front patch pockets, long sleeves, buttoned cuffs and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Outer: Virgin wool 99% Elastane 1% Lining: Viscose 65% Polyester 35%,VIRGIN WOOL
S540Y04XG1 1100,HIGH WAISTED WOOL TROUSERS,Pantalone,LOEWE,880.00,302.95,Fall Winter 23 Collection,Nero,"Pantalone,Nero,Fall Winter 23 Collection",38,"http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y04xg11100.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y04xg11100_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y04xg11100_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y04xg11100_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y04xg11100_4_p.jpg","Black high-waisted trousers, straight leg, concealed zip fastening, slant pockets, back welt pocket.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Italy,Wool 100%,WOOL
53212 7005,JERSEY CREPE TROUSERS,Pantalone,WOLFORD,450.00,225.00,Spring Summer 24 Collection,Nero,"Pantalone,Nero,Spring Summer 24 Collection",M,"http://specialshop.atelier98.net/public/foto/ss24---wolford---532127005.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---532127005_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---532127005_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---532127005_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---532127005_4_p.jpg","Black color, stretch design, two side pockets, flared fit, straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Croatia,"viscose 78%, polyamide 17%, spandex/elastane 5%",JERSEY
759551 ZAOMU9791,TWEED JACKET,Giacca,GUCCI,"2.800,00","1.331,15",Spring Summer 24 Collection,Bianco,"Giacca,Bianco,Spring Summer 24 Collection","40,42,44","http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---759551zaomu9791.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---759551zaomu9791_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---759551zaomu9791_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---759551zaomu9791_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---759551zaomu9791_4_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---759551zaomu9791_5_p.jpg","White, tweed, signature interlocking G buckle, crew neck, front button fastening, two front patch pockets, long sleeves, straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,100% fabric,TWEED
COPCH27 300OPTWHT,COTTON CROP SHIRT,Camicia,COPERNI,370.00,142.54,Spring Summer 24 Collection,Bianco,"Camicia,Bianco,Spring Summer 24 Collection","36,38,40","http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copch27300optwht.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copch27300optwht_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copch27300optwht_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copch27300optwht_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---coperni%20pre---copch27300optwht_4_p.jpg","Short cotton shirt by COPERNI featuring optical white, cotton, mini logo label, classic collar, front button fastening, long sleeves, chest patch pocket and short cut.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Bulgaria,Cotton 100%,COTTON
WSK008 PE001U901,LEATHER MIDI SKIRT,Gonna,BALLY,"1.600,00","498,36",Fall Winter 23 Collection,Nero,"Gonna,Nero,Fall Winter 23 Collection",40,"http://specialshop.atelier98.net/public/foto/fw23---bally%20pre---wsk008pe001u901.jpg,http://specialshop.atelier98.net/public/foto/fw23---bally%20pre---wsk008pe001u901_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---bally%20pre---wsk008pe001u901_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---bally%20pre---wsk008pe001u901_3_p.jpg","Black, lambskin, shiny finish, gold-tone logo plaque, high waist, knee length and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Lambskin 100%,SKIN
6D0246 3SPH584141,DENIM ZIP-UP CARGO JEANS,Jeans denim,STELLA McCARTNEY,890.00,284.51,Spring Summer 24 Collection,Blu,"Jeans denim,Blu,Spring Summer 24 Collection","25,26,27","http://specialshop.atelier98.net/public/foto/ss24---stella%20mccartney%20pre---6d02463sph584141.jpg,http://specialshop.atelier98.net/public/foto/ss24---stella%20mccartney%20pre---6d02463sph584141_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---stella%20mccartney%20pre---6d02463sph584141_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---stella%20mccartney%20pre---6d02463sph584141_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---stella%20mccartney%20pre---6d02463sph584141_4_p.jpg","Blue, cotton, denim, faded effect, logo applique, belt loops, wide leg, front button and zip fastening, classic five-pocket design, two side cargo pockets, zip at the ankles.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 27 (WAIST CM),Italy,"Lining: Polyester 58%, Cotton 42% Outer: Cotton 100%",COTTON
S540Y05X67 6946,COTTON CROP SHIRT,Camicia,LOEWE,680.00,261.97,Fall Winter 23 Collection,Rosa,"Camicia,Rosa,Fall Winter 23 Collection","34,36,38","http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x676946.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x676946_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x676946_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x676946_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x676946_4_p.jpg","Pink cotton shirt, classic collar, cropped fit.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),France,Cotton 100%,COTTON
56219 7005,AURORA SLEEVELESS TOP,Top,WOLFORD,145.00,89.14,Spring Summer 24 Collection,Nero,"Top,Nero,Spring Summer 24 Collection",THE,"http://specialshop.atelier98.net/public/foto/ss24---wolford---562197005.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---562197005_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---562197005_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---562197005_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---562197005_4_p.jpg",Boat neck model and fitted model.,This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Slovenia,"Modal 56%, Polyester 41%, Spandex/Elastane 3%",MODAL
751017 TPVJ81070,POLITICAL CAMPAIGN PANTS,Pantalone,BALENCIAGA,"1.200,00","560,66",Spring Summer 24 Collection,Nero,"Pantalone,Nero,Spring Summer 24 Collection","S,M","http://specialshop.atelier98.net/public/foto/ss24---balenciaga%20capsule---751017tpvj81070.jpg,http://specialshop.atelier98.net/public/foto/ss24---balenciaga%20capsule---751017tpvj81070_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---balenciaga%20capsule---751017tpvj81070_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---balenciaga%20capsule---751017tpvj81070_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---balenciaga%20capsule---751017tpvj81070_4_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---balenciaga%20capsule---751017tpvj81070_5_p.jpg","Black/white, cotton, embroidered logo, straight fit and elasticated waist.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Portugal,Cotton 100%,COTTON
RWTR0008 5904001,PLEATED TROUSERS,Pantalone,LANVIN,"1.390,00","421,56",Spring Summer 24 Collection,Bianco,"Pantalone,Bianco,Spring Summer 24 Collection",38,"http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwtr00085904001.jpg,http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwtr00085904001_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwtr00085904001_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwtr00085904001_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwtr00085904001_4_p.jpg","Mid-rise trousers, hidden zip fastening and two side pockets",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Spain,Polyester 100%,POLYESTER
K5126KW LILYALL,LILY ECO STRETCH THERMO DOUBLE JACKET,Giubbino,K-WAY,410.00,164.67,Fall Winter 23 Collection,Bianco,"Giubbino,Bianco,Fall Winter 23 Collection",6,"http://specialshop.atelier98.net/public/foto/fw23---k-way---k5126kwlilyall.jpg,http://specialshop.atelier98.net/public/foto/fw23---k-way---k5126kwlilyall_1_p.jpg","Light beige color, goose down filling, padded design, logo patch on the chest, classic hood, front zip fastening, long sleeves, elasticated cuffs, two front welt pockets and straight hem.",Kway uses a particular size scale - please note that the smallest number is equivalent to the largest size. 8 = S 7 = M 6 = L,China,Outer: Polyester 100% Lining: Polyamide 100%,STRETCH
1A00087 5979XENET202,NYLON PARKA ENET,Parka,MONCLER,"1.050,00","791,80",Spring Summer 24 Collection,Beige,"Parka,Beige,Spring Summer 24 Collection",0,"http://specialshop.atelier98.net/public/foto/ss24---moncler%20main---1a000875979xenet202.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20main---1a000875979xenet202_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20main---1a000875979xenet202_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20main---1a000875979xenet202_3_p.jpg","Sand color, technical twill, logo application on the sleeve, hidden hood, high neck, double slider zip fastening, long sleeves, cuffs with press studs, fitted waist, two side pockets with zip, straight hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Moldova,Lining: Polyester 100% Outer: Polyester 100%,NYLON
S540Y05X60 2090,PUZZLE FOLD COTTON SHIRT,Camicia,LOEWE,880.00,339.02,Fall Winter 23 Collection,Bianco,"Camicia,Bianco,Fall Winter 23 Collection","34,36","http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x602090.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x602090_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x602090_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x602090_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y05x602090_4_p.jpg","White shirt, collar, front button closure, comfortable fit.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),France,Cotton 100%,COTTON
14917 7541,LEGGINGS THE WONDERFUL,Leggings,WOLFORD,180.00,90.00,Spring Summer 24 Collection,Grigio,"Leggings,Grigio,Spring Summer 24 Collection","S,THE","http://specialshop.atelier98.net/public/foto/ss24---wolford---149177541.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---149177541_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---149177541_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---149177541_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---149177541_4_p.jpg","High-waisted, skinny fit, ankle length, elasticated waist sports leggings",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Croatia,Polyamide 85% Elastane 15%,POLYAMIDE
VE0269FA-B1F04I MANZIL20WH,MANZIL SINGLE BREASTED JACKET,Giacca,ISABEL MARANT,690.00,277.13,Spring Summer 24 Collection,Bianco,"Giacca,Bianco,Spring Summer 24 Collection",38,"http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ve0269fa-b1f04imanzil20wh.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ve0269fa-b1f04imanzil20wh_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ve0269fa-b1f04imanzil20wh_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ve0269fa-b1f04imanzil20wh_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ve0269fa-b1f04imanzil20wh_4_p.jpg","White, twill fabric, collarless design, V-neck, shoulder pads, long sleeves, buttoned cuffs, two front welt pockets, jacquard logo lining, straight hem and front button fastening.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Bulgaria,"Outer: Hemp 58%, Viscose 39%, Elastane 3% Lining: Viscose 100%, Cotton 100%",HEMP
RWTO0002 5904001,SLEEVELESS PLEATED TOP,Top,LANVIN,"1.290,00","401,80",Spring Summer 24 Collection,Bianco,"Top,Bianco,Spring Summer 24 Collection","36,38","http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwto00025904001.jpg,http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwto00025904001_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwto00025904001_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwto00025904001_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---lanvin%20pre---rwto00025904001_4_p.jpg","Sleeveless top, ruched neckline with pleats, sleeveless and short front buttoning",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Spain,Polyester 100%,POLYESTER
K5126KW LILYAJ6,LILY ECO STRETCH THERMO DOUBLE JACKET,Giubbino,K-WAY,410.00,137.79,Fall Winter 23 Collection,Viola,"Giubbino,Viola,Fall Winter 23 Collection","7,8","http://specialshop.atelier98.net/public/foto/fw23---k-way---k5126kwlilyaj6.jpg,http://specialshop.atelier98.net/public/foto/fw23---k-way---k5126kwlilyaj6_1_p.jpg","K-Way R&D hooded down jacket with purple violet, goose down padding, padded design, logo patch on the chest, classic hood, double slider zip front fastening, long sleeves, elasticated cuffs, two front welt pockets and straight hem.",Kway uses a particular size scale - please note that the smallest number is equivalent to the largest size. 8 = S 7 = M 6 = L,China,Outer: Polyester 100% Lining: Polyamide 100%,STRETCH
P192JG 14XAF0002,GEORGETTE MIDI SKIRT,Gonna,PRADA,"1.150,00","509,02",Spring Summer 24 Collection,Nero,"Gonna,Nero,Spring Summer 24 Collection","38,40","http://specialshop.atelier98.net/public/foto/ss24---prada%20fashion---p192jg14xaf0002.jpg,http://specialshop.atelier98.net/public/foto/ss24---prada%20fashion---p192jg14xaf0002_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---prada%20fashion---p192jg14xaf0002_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---prada%20fashion---p192jg14xaf0002_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---prada%20fashion---p192jg14xaf0002_4_p.jpg","The Prada skirt is defined by its semi-transparent georgette construction that ensures a minimal and contemporary look. Characterized by a pencil silhouette, it is raised by a slit on the back.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Nylon 100%,POLYESTER
S75AM1031 S30789470,OVERSIZED DENIM JACKET,Giubbino jeans,DSQUARED2,750.00,252.05,Spring Summer 24 Collection,Denim,"Giubbino jeans,Denim,Spring Summer 24 Collection","38,40","http://specialshop.atelier98.net/public/foto/ss24---dsquared%20pre---s75am1031s30789470.jpg,http://specialshop.atelier98.net/public/foto/ss24---dsquared%20pre---s75am1031s30789470_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---dsquared%20pre---s75am1031s30789470_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---dsquared%20pre---s75am1031s30789470_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---dsquared%20pre---s75am1031s30789470_4_p.jpg","Sky blue, cotton blend, faded denim, worn-in look, mini logo tag, front button fastening, two flap pockets on the chest, two side welt pockets, long sleeves, buttoned cuffs, straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Outer: Cotton 92%, Polyester 6%, Elastane 2% Lining: Polyester 65%, Cotton 35%",COTTON
S540Y09XLA 1584,SHADED PRINT SHEATH DRESS,Abito lungo s/m,LOEWE,"1.100,00","378,69",Fall Winter 23 Collection,Grigio,"Abito lungo s/m,Grigio,Fall Winter 23 Collection","XS,M","http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y09xla1584.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y09xla1584_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y09xla1584_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y09xla1584_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---loewe%20main---s540y09xla1584_4_p.jpg","Regular fit, white and grey dress with fitted design and midi length.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Polyester 93% Elastane 7%,POLYESTER
TMPF2329117 TURQUOISE,NINA MIDI DRESS WITH FRINGES,Abito lungo s/m,TALLER MARMO,650.00,239.75,Fall Winter 23 Collection,Azzurro,"Abito lungo s/m,Azzurro,Fall Winter 23 Collection",40,"http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2329117turquoise.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2329117turquoise_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2329117turquoise_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2329117turquoise_3_p.jpg","Turquoise green-blue, crepe-effect texture, halterneck with knot, sleeveless, open back, fringed edge and asymmetric hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Acetate 72%, Viscose 28%",ACETATE VISCOSE
